nom_pkmn,nom_pkmn_us,num_pokedex,url_image,url_cri,type_1,type_2,taille_m,poids_kg,talent_1,talent_2,talent_cache,sexe,taux_de_capture,cycle_eclosion,groupe_oeuf_1,groupe_oeuf_2,points_effort,points_exp,exp_niv100,pv,attaque,attaque_speciale,defense,defense_speciale,vitesse
Mimiqui,Mimikyu,0778,/images/thumb/d/da/Mimiqui_%28Forme_D%C3%A9guis%C3%A9e%29-SL.png/250px-Mimiqui_%28Forme_D%C3%A9guis%C3%A9e%29-SL.png,/images/4/42/Cri_0778_HOME.ogg,Spectre,Fée,"0,2","0,7",Fantômasque,,,50 % femelle; 50 % mâle,45,20,Amorphe,,+2 Défense Spéciale,167 exp.,1 000 000 exp.,55,90,80,80,105,96
Togedemaru,Togedemaru,0777,/images/thumb/e/eb/Togedemaru-SL.png/250px-Togedemaru-SL.png,/images/5/59/Cri_0777_HOME.ogg,Électrik,Acier,"0,3","3,3",Épine de Fer,Paratonnerre,Fermeté,50 % femelle; 50 % mâle,180,10,Terrestre,Féerique,+2 Attaque,152 exp.,1 000 000 exp.,65,98,63,63,73,96
Boumata,Turtonator,0776,/images/thumb/d/db/Boumata-SL.png/250px-Boumata-SL.png,/images/7/72/Cri_0776_HOME.ogg,Feu,Dragon,"2,0","212,0",Coque Armure,,,50 % femelle; 50 % mâle,70,20,Monstrueux,Draconique,+2 Défense,170 exp.,1 000 000 exp.,60,78,135,135,85,36
Dodoala,Komala,0775,/images/thumb/2/22/Dodoala-SL.png/250px-Dodoala-SL.png,/images/f/fb/Cri_0775_HOME.ogg,Normal,,"0,4","19,9",Hypersommeil,,,50 % femelle; 50 % mâle,45,20,Terrestre,,+2 Attaque,168 exp.,1 250 000 exp.,65,115,65,65,95,65
Type:0,Type: Null,0772,/images/thumb/0/07/Type_0-SL.png/250px-Type_0-SL.png,/images/c/c0/Cri_0772_HOME.ogg,Normal,,"1,9","120,5",Armurbaston,,,Asexué,3,120,Inconnu,,+2 PV,—,—,95,95,95,95,95,59
Concombaffe,Pyukumuku,0771,/images/thumb/5/5d/Concombaffe-SL.png/250px-Concombaffe-SL.png,/images/d/d8/Cri_0771_HOME.ogg,Eau,,"0,3","1,2",Expuls'Organes,,Inconscient,50 % femelle; 50 % mâle,60,15,Aquatique 1,,+2 Défense Spéciale,144 exp.,800 000 exp.,55,60,130,130,130,5
Trépassable,Palossand,0770,/images/thumb/a/ae/Tr%C3%A9passable-SL.png/250px-Tr%C3%A9passable-SL.png,/images/f/fe/Cri_0770_HOME.ogg,Spectre,Sol,"1,3","250,0",Sable Humide,,Voile Sable,50 % femelle; 50 % mâle,60,15,Amorphe,,+2 Défense,168 exp.,1 000 000 exp.,85,75,110,110,75,35
Bacabouh,Sandygast,0769,/images/thumb/a/a0/Bacabouh-SL.png/250px-Bacabouh-SL.png,/images/d/dc/Cri_0769_HOME.ogg,Spectre,Sol,"0,5","70,0",Sable Humide,,Voile Sable,50 % femelle; 50 % mâle,140,15,Amorphe,,+1 Défense,64 exp.,1 000 000 exp.,55,55,80,80,45,15
Sarmuraï,Golisopod,0768,/images/thumb/3/38/Sarmura%C3%AF-SL.png/250px-Sarmura%C3%AF-SL.png,/images/1/12/Cri_0768_HOME.ogg,Insecte,Eau,"2,0","108,0",Repli Tactique,,,50 % femelle; 50 % mâle,45,20,Insectoïde,Aquatique 3,+2 Défense,186 exp.,1 000 000 exp.,75,125,140,140,90,40
Sovkipou,Wimpod,0767,/images/thumb/b/bb/Sovkipou-SL.png/250px-Sovkipou-SL.png,/images/8/8b/Cri_0767_HOME.ogg,Insecte,Eau,"0,5","12,0",Escampette,,,50 % femelle; 50 % mâle,90,20,Insectoïde,Aquatique 3,+1 Vitesse,46 exp.,1 000 000 exp.,25,35,40,40,30,80
Quartermac,Passimian,0766,/images/thumb/a/af/Quartermac-SL.png/250px-Quartermac-SL.png,/images/2/26/Cri_0766_HOME.ogg,Combat,,"2,0","82,8",Receveur,,Acharné,50 % femelle; 50 % mâle,45,20,Terrestre,,+2 Attaque,—,1 250 000 exp.,100,120,90,90,60,80
Gouroutan,Oranguru,0765,/images/thumb/b/bc/Gouroutan-SL.png/250px-Gouroutan-SL.png,/images/7/74/Cri_0765_HOME.ogg,Normal,Psy,"1,5","76,0",Attention,Télépathe,Symbiose,50 % femelle; 50 % mâle,45,20,Terrestre,,+2 Défense Spéciale,—,1 250 000 exp.,90,60,80,80,110,60
Guérilande,Comfey,0764,/images/thumb/3/3d/Gu%C3%A9rilande-SL.png/250px-Gu%C3%A9rilande-SL.png,/images/f/f1/Cri_0764_HOME.ogg,Fée,,"0,1","0,3",Flora-Voile,Prioguérison,Médic Nature,75 % femelle; 25 % mâle,60,20,Végétal,,+2 Défense Spéciale,—,800 000 exp.,51,52,90,90,110,100
Sucreine,Tsareena,0763,/images/thumb/1/19/Sucreine-SL.png/250px-Sucreine-SL.png,/images/8/8c/Cri_0763_HOME.ogg,Plante,,"1,2","21,4",Feuille Garde,Prestance Royale,Gluco-Voile,100 % femelle; 0 % mâle,45,20,Végétal,,+3 Att.,230 exp.,1 059 860 exp.,72,120,98,98,98,72
Candine,Steenee,0762,/images/thumb/6/6c/Candine-SL.png/250px-Candine-SL.png,/images/5/55/Cri_0762_HOME.ogg,Plante,,"0,7","8,2",Feuille Garde,Benêt,Gluco-Voile,100 % femelle; 0 % mâle,120,20,Végétal,,+2 Vitesse,102 exp.,1 059 860 exp.,52,40,48,48,48,62
Croquine,Bounsweet,0761,/images/thumb/b/b4/Croquine-SL.png/250px-Croquine-SL.png,/images/9/96/Cri_0761_HOME.ogg,Plante,,"0,3","3,2",Feuille Garde,Benêt,Gluco-Voile,100 % femelle; 0 % mâle,235,20,Végétal,,+1 PV,—,1 059 860 exp.,42,30,38,38,38,32
Chelours,Bewear,0760,/images/thumb/f/f3/Chelours-SL.png/250px-Chelours-SL.png,/images/4/4e/Cri_0760_HOME.ogg,Normal,Combat,"2,1","135,0",Boule de Poils,Maladresse,Tension,50 % femelle; 50 % mâle,70,15,Terrestre,,+2 Att.,175 exp.,1 000 000 exp.,120,125,80,80,60,60
Nounourson,Stufful,0759,/images/thumb/6/6f/Nounourson-SL.png/250px-Nounourson-SL.png,/images/f/f7/Cri_0759_HOME.ogg,Normal,Combat,"0,5","6,8",Boule de Poils,Maladresse,Joli Sourire,50 % femelle; 50 % mâle,140,15,Terrestre,,+1 Att.,—,1 000 000 exp.,70,75,50,50,50,50
Malamandre,Salazzle,0758,/images/thumb/c/c7/Malamandre-SL.png/250px-Malamandre-SL.png,/images/5/59/Cri_0758_HOME.ogg,Poison,Feu,"1,2","22,2",Corrosion,,Benêt,100 % femelle; 0 % mâle,45,20,Draconique,Monstrueux,+2 Vitesse,—,1 000 000 exp.,60,64,60,60,60,117
Tritox,Salandit,0757,/images/thumb/b/b0/Tritox-SL.png/250px-Tritox-SL.png,/images/0/02/Cri_0757_HOME.ogg,Poison,Feu,"0,6","4,8",Corrosion,,Benêt,12.5 % femelle; 87.5 % mâle,120,20,Draconique,Monstrueux,+1 Vitesse,—,1 000 000 exp.,48,44,40,40,40,77
Lampignon,Shiinotic,0756,/images/thumb/7/78/Lampignon-SL.png/250px-Lampignon-SL.png,/images/5/5a/Cri_0756_HOME.ogg,Plante,Fée,"1,0","11,5",Lumiattirance,Pose Spore,Cuvette,50 % femelle; 50 % mâle,75,20,Végétal,,+2 Défense Spéciale,—,1 000 000 exp.,60,45,80,80,100,30
Spododo,Morelull,0755,/images/thumb/1/10/Spododo-SL.png/250px-Spododo-SL.png,/images/1/13/Cri_0755_HOME.ogg,Plante,Fée,"0,2","1,5",Lumiattirance,Pose Spore,Cuvette,50 % femelle; 50 % mâle,190,20,Végétal,,+1 Défense Spéciale,—,1 000 000 exp.,40,35,55,55,75,15
Floramantis,Lurantis,0754,/images/thumb/c/c7/Floramantis-SL.png/250px-Floramantis-SL.png,/images/6/61/Cri_0754_HOME.ogg,Plante,,"0,9","18,5",Feuille Garde,,Contestation,50 % femelle; 50 % mâle,75,20,Végétal,,+2 Attaque,—,1 000 000 exp.,70,105,90,90,90,45
Mimantis,Fomantis,0753,/images/thumb/4/47/Mimantis-SL.png/250px-Mimantis-SL.png,/images/1/11/Cri_0753_HOME.ogg,Plante,,"0,3","1,5",Feuille Garde,,Contestation,50 % femelle; 50 % mâle,190,20,Végétal,,+1 Attaque,—,1 000 000 exp.,40,55,35,35,35,35
Tarenbulle,Araquanid,0752,/images/thumb/6/66/Tarenbulle-SL.png/250px-Tarenbulle-SL.png,/images/4/4d/Cri_0752_HOME.ogg,Eau,Insecte,"1,8","82,0",Aquabulle,,Absorbe-Eau,50 % femelle; 50 % mâle,100,15,Aquatique 1,Insectoïde,+2 Défense Spéciale,—,1 000 000 exp.,68,70,92,92,132,42
Araqua,Dewpider,0751,/images/thumb/a/a6/Araqua-SL.png/250px-Araqua-SL.png,/images/2/22/Cri_0751_HOME.ogg,Eau,Insecte,"0,3","4,0",Aquabulle,,Absorbe-Eau,50 % femelle; 50 % mâle,200,15,Aquatique 1,Insectoïde,+1 Défense Spéciale,—,1 000 000 exp.,38,40,52,52,72,27
Bourrinos,Mudsdale,0750,/images/thumb/b/b6/Bourrinos-SL.png/250px-Bourrinos-SL.png,/images/2/2d/Cri_0750_HOME.ogg,Sol,,"2,5","920,0",Tempo Perso,Endurance,Attention,50 % femelle; 50 % mâle,60,20,Terrestre,,+2 Attaque,—,1 000 000 exp.,100,125,100,100,85,35
Tiboudet,Mudbray,0749,/images/thumb/f/f3/Tiboudet-SL.png/250px-Tiboudet-SL.png,/images/c/c1/Cri_0749_HOME.ogg,Sol,,"1,0","110,0",Tempo Perso,Endurance,Attention,50 % femelle; 50 % mâle,190,20,Terrestre,,+1 Attaque,—,1 000 000 exp.,70,100,70,70,55,45
Prédastérie,Toxapex,0748,/images/thumb/4/49/Pr%C3%A9dast%C3%A9rie-SL.png/250px-Pr%C3%A9dast%C3%A9rie-SL.png,/images/3/34/Cri_0748_HOME.ogg,Poison,Eau,"0,7","14,5",Cruauté,Échauffement,Régé-Force,50 % femelle; 50 % mâle,75,20,Aquatique 1,,+2 Défense,173 exp.,1 000 000 exp.,50,63,152,152,142,35
Vorastérie,Mareanie,0747,/images/thumb/9/9b/Vorast%C3%A9rie-SL.png/250px-Vorast%C3%A9rie-SL.png,/images/7/77/Cri_0747_HOME.ogg,Poison,Eau,"0,4","8,0",Cruauté ,Échauffement,Régé-Force,50 % femelle; 50 % mâle,190,20,Aquatique 1,,+1 Défense,61 exp.,1 000 000 exp.,50,53,62,62,52,45
Lougaroc,Lycanroc,0745,/images/thumb/6/63/Lougaroc_%28Forme_Diurne%29-SL.png/250px-Lougaroc_%28Forme_Diurne%29-SL.png,/images/5/52/Cri_0745_Diurne_HOME.ogg,Roche,,,"25,0",,,,50 % femelle; 50 % mâle,90,15,Terrestre,,+2 Attaque,170 exp.,1 000 000 exp.,75,115,65,65,65,112
Rocabot,Rockruff,0744,/images/thumb/b/b0/Rocabot-SL.png/250px-Rocabot-SL.png,/images/1/1a/Cri_0744_HOME.ogg,Roche,,"0,5","9,2",,,,50 % femelle; 50 % mâle,190,15,Terrestre,,+1 Attaque,56 exp.,1 000 000 exp.,45,65,40,40,40,60
Rubombelle,Ribombee,0743,/images/thumb/d/d3/Rubombelle-SL.png/250px-Rubombelle-SL.png,/images/5/50/Cri_0743_HOME.ogg,Insecte,Fée,"0,2","0,5",Cherche Miel,Écran Poudre,Gluco-Voile,50 % femelle; 50 % mâle,75,20,Insectoïde,Féerique,+2 Vitesse,162 exp.,1 000 000 exp.,60,55,60,60,70,124
Bombydou,Cutiefly,0742,/images/thumb/f/f5/Bombydou-SL.png/250px-Bombydou-SL.png,/images/b/bb/Cri_0742_HOME.ogg,Insecte,Fée,"0,1","0,2",Cherche Miel,Écran Poudre,Gluco-Voile,50 % femelle; 50 % mâle,190,20,Insectoïde,Féerique,+1 Vitesse,61 exp.,1 000 000 exp.,40,45,40,40,40,84
Plumeline,Oricorio,0741,/images/thumb/a/ae/Plumeline_%28Style_Buy%C5%8D%29-SL.png/250px-Plumeline_%28Style_Buy%C5%8D%29-SL.png,/images/b/ba/Cri_0741_Flamenco_HOME.ogg,Dispose,,"0,6","3,4",Danseuse,,,75 % femelle; 25 % mâle,45,20,Aérien,,+2 Attaque Spéciale,167 exp.,1 000 000 exp.,75,70,70,70,70,93
Crabominable,Crabominable,0740,/images/thumb/a/a4/Crabominable-SL.png/250px-Crabominable-SL.png,/images/4/4e/Cri_0740_HOME.ogg,Combat,Glace,"1,7","180,0",Hyper Cutter,Poing de Fer,Colérique,50 % femelle; 50 % mâle,60,20,Aquatique 3,,+2 Attaque,167 exp.,1 000 000 exp.,97,132,77,77,67,43
Crabagarre,Crabrawler,0739,/images/thumb/a/ab/Crabagarre-SL.png/250px-Crabagarre-SL.png,/images/3/39/Cri_0739_HOME.ogg,Combat,,"0,6","7,0",Hyper Cutter,Poing de Fer,Colérique,50 % femelle; 50 % mâle,225,20,Aquatique 3,,+1 Attaque,68 exp.,1 000 000 exp.,47,82,57,57,47,63
Lucanon,Vikavolt,0738,/images/thumb/f/f0/Lucanon-SL.png/250px-Lucanon-SL.png,/images/0/05/Cri_0738_HOME.ogg,Insecte,Électrik,"1,5","45,0",Lévitation,,,50 % femelle; 50 % mâle,45,15,Insectoïde,,+3 Attaque Spéciale,225 exp.,1 000 000 exp.,77,70,90,90,75,43
Chrysapile,Charjabug,0737,/images/thumb/0/04/Chrysapile-SL.png/250px-Chrysapile-SL.png,/images/1/13/Cri_0737_HOME.ogg,Insecte,Électrik,"0,5","10,5",Batterie,,,50 % femelle; 50 % mâle,120,15,Insectoïde,,+2 Défense,140 exp.,1 000 000 exp.,57,82,95,95,75,36
Larvibule,Grubbin,0736,/images/thumb/9/98/Larvibule-SL.png/250px-Larvibule-SL.png,/images/f/fd/Cri_0736_HOME.ogg,Insecte,,"0,4","4,4",Essaim,,,50 % femelle; 50 % mâle,255,15,Insectoïde,,+1 Attaque,60 exp.,1 000 000 exp.,47,62,45,45,45,46
Argouste,Gumshoos,0735,/images/thumb/8/8b/Argouste-SL.png/250px-Argouste-SL.png,/images/c/c4/Cri_0735_HOME.ogg,Normal,,"0,7","14,2",Filature,Prognathe,Adaptabilité,50 % femelle; 50 % mâle,127,15,Terrestre,,+2 Attaque,146 exp.,1 000 000 exp.,88,110,60,60,60,45
Manglouton,Yungoos,0734,/images/thumb/f/f9/Manglouton-SL.png/250px-Manglouton-SL.png,/images/5/5f/Cri_0734_HOME.ogg,Normal,,"0,4","6,0",Filature,Prognathe,Adaptabilité,50 % femelle; 50 % mâle,255,15,Terrestre,,+1 Attaque,51 exp.,1 000 000 exp.,48,70,30,30,30,45
Bazoucan,Toucannon,0733,/images/thumb/0/06/Bazoucan-SL.png/250px-Bazoucan-SL.png,/images/b/b2/Cri_0733_HOME.ogg,Normal,Vol,"1,1","26,0",Regard Vif,Multi-Coups,Sans Limite,50 % femelle; 50 % mâle,45,15,Aérien,,+3 Attaque,218 exp.,1 000 000 exp.,80,120,75,75,75,60
Piclairon,Trumbeak,0732,/images/thumb/d/d9/Piclairon-SL.png/250px-Piclairon-SL.png,/images/f/f9/Cri_0732_HOME.ogg,Normal,Vol,"0,6","14,8",Regard Vif,Multi-Coups,Ramassage,50 % femelle; 50 % mâle,120,15,Aérien,,+2 Attaque,124 exp.,1 000 000 exp.,55,85,50,50,50,75
Picassaut,Pikipek,0731,/images/thumb/c/c2/Picassaut-SL.png/250px-Picassaut-SL.png,/images/8/8e/Cri_0731_HOME.ogg,Normal,Vol,"0,3","1,2",Regard Vif,Multi-Coups,Ramassage,50 % femelle; 50 % mâle,255,15,Aérien,,+1 Attaque,53 exp.,1 000 000 exp.,35,75,30,30,30,65
Oratoria,Primarina,0730,/images/thumb/2/26/Oratoria-SL.png/250px-Oratoria-SL.png,/images/4/4d/Cri_0730_HOME.ogg,Eau,Fée,"1,8","44,0",Torrent,,Hydrata-Son,12.5 % femelle; 87.5 % mâle,45,15,Aquatique 1,Terrestre,+3 Attaque Spéciale,239 exp.,1 059 860 exp.,80,74,74,74,116,60
Otarlette,Brionne,0729,/images/thumb/f/f8/Otarlette-SL.png/250px-Otarlette-SL.png,/images/2/22/Cri_0729_HOME.ogg,Eau,,"0,6","17,5",Torrent,,Hydrata-Son,12.5 % femelle; 87.5 % mâle,45,15,Aquatique 1,Terrestre,+2 Attaque Spéciale,147 exp.,1 059 860 exp.,60,69,69,69,81,50
Otaquin,Popplio,0728,/images/thumb/6/62/Otaquin-USUL.png/250px-Otaquin-USUL.png,/images/3/31/Cri_0728_HOME.ogg,Eau,,"0,4","7,5",Torrent,,Hydrata-Son,12.5 % femelle; 87.5 % mâle,45,15,Aquatique 1,Terrestre,+1 Attaque Spéciale,64 exp.,1 059 860 exp.,50,54,54,54,56,40
Félinferno,Incineroar,0727,/images/thumb/0/02/F%C3%A9linferno-SL.png/250px-F%C3%A9linferno-SL.png,/images/a/ad/Cri_0727_HOME.ogg,Feu,Ténèbres,"1,8","83,0",Brasier,,Intimidation,12.5 % femelle; 87.5 % mâle,45,15,Terrestre,,+3 Attaque,239 exp.,1 059 860 exp.,95,115,90,90,90,60
Matoufeu,Torracat,0726,/images/thumb/8/8b/Matoufeu-SL.png/250px-Matoufeu-SL.png,/images/9/99/Cri_0726_HOME.ogg,Feu,,"0,7","25,0",Brasier,,Intimidation,12.5 % femelle; 87.5 % mâle,45,15,Terrestre,,+2 Vitesse,147 exp.,1 059 860 exp.,65,85,50,50,50,90
Flamiaou,Litten,0725,/images/thumb/6/6c/Flamiaou-USUL.png/250px-Flamiaou-USUL.png,/images/9/90/Cri_0725_HOME.ogg,Feu,,"0,4","4,3",Brasier,,Intimidation,12.5 % femelle; 87.5 % mâle,45,15,Terrestre,,+1 Vitesse,64 exp.,1 059 860 exp.,45,65,40,40,40,70
Archéduc de Hisui,Hisuian Decidueye,0724,/images/thumb/5/51/Arch%C3%A9duc_de_Hisui-LPA.png/250px-Arch%C3%A9duc_de_Hisui-LPA.png,/images/9/9c/Cri_0724_HOME.ogg,Plante,Combat,"1,6","37,0",Engrais,,Querelleur,12.5 % femelle; 87.5 % mâle,45,15,Aérien,,+3 Att.,239 exp.,1 059 860 exp.,88,112,80,80,95,60
Archéduc,Decidueye,0724,/images/thumb/7/70/Arch%C3%A9duc-SL.png/250px-Arch%C3%A9duc-SL.png,/images/9/9c/Cri_0724_HOME.ogg,Plante,Spectre,"1,6","36,6",Engrais,,Longue Portée,12.5 % femelle; 87.5 % mâle,45,15,Aérien,,+3 Attaque,239 exp.,1 059 860 exp.,78,107,75,75,100,70
Efflèche,Dartrix,0723,/images/thumb/b/b4/Effl%C3%A8che-SL.png/250px-Effl%C3%A8che-SL.png,/images/d/d7/Cri_0723_HOME.ogg,Plante,Vol,"0,7","16,0",Engrais,,Longue Portée,12.5 % femelle; 87.5 % mâle,45,15,Aérien,,+2 PV,147 exp.,1 059 860 exp.,78,75,75,75,70,52
Brindibou,Rowlet,0722,/images/thumb/2/23/Brindibou-LPA.png/250px-Brindibou-LPA.png,/images/3/3e/Cri_0722_HOME.ogg,Plante,Vol,"0,3","1,5",Engrais,,Longue Portée,12.5 % femelle; 87.5 % mâle,45,15,Aérien,,+1 PV,64 exp.,1 059 860 exp.,68,55,55,55,50,42
Volcanion,Volcanion,0721,/images/thumb/7/75/Volcanion-ROSA.png/250px-Volcanion-ROSA.png,/images/d/d1/Cri_0721_HOME.ogg,Feu,Eau,"1,7","195,0",Absorbe-Eau,,,Asexué,3,120,Inconnu,,+3 Attaque Spéciale,270 exp.,1 250 000 exp.,80,110,120,120,90,70
Méga-Diancie,Mega Diancie,0719,/images/thumb/4/48/M%C3%A9ga-Diancie-ROSA.png/250px-M%C3%A9ga-Diancie-ROSA.png,/images/4/45/Cri_0719_M%C3%A9ga_HOME.ogg,Roche,Fée,"1,1","27,8",Miroir Magik,,,Asexué,3,25,Inconnu,,+1 Défense; +2 Défense Spéciale,306 exp.,1 250 000 exp.,50,160,110,110,110,110
Diancie,Diancie,0719,/images/thumb/f/f0/Diancie-XY.png/250px-Diancie-XY.png,/images/4/4e/Cri_0719_HOME.ogg,Roche,Fée,"0,7","8,8",Corps Sain,,,Asexué,3,25,Inconnu,,+1 Déf. ; +2 Déf. Spé,306 exp.,1 250 000 exp.,50,100,150,150,150,50
Yveltal,Yveltal,0717,/images/thumb/a/a0/Yveltal-XY.png/250px-Yveltal-XY.png,/images/f/fe/Cri_0717_HOME.ogg,Ténèbres,Vol,"5,8","203,0",Aura Ténébreuse,,,Asexué,45,120,Inconnu,,+3 PV,306 exp.,1 250 000 exp.,126,131,95,95,98,99
Xerneas,Xerneas,0716,/images/thumb/b/bb/Xerneas_%28Mode_D%C3%A9cha%C3%AEn%C3%A9%29-XY.png/250px-Xerneas_%28Mode_D%C3%A9cha%C3%AEn%C3%A9%29-XY.png,/images/d/d1/Cri_0716_HOME.ogg,Fée,,"3,0","215,0",Aura Féérique,,,Asexué,45,120,Inconnu,,+3 PV,306 exp.,1 250 000 exp.,126,131,95,95,98,99
Bruyverne,Noivern,0715,/images/thumb/f/fa/Bruyverne-XY.png/250px-Bruyverne-XY.png,/images/2/21/Cri_0715_HOME.ogg,Vol,Dragon,"1,5","85,0",Fouille,Infiltration,Télépathe,50 % femelle; 50 % mâle,45,20,Aérien,Draconique,+2 Vitesse,187 exp.,1 000 000 exp.,85,70,80,80,80,123
Sonistrelle,Noibat,0714,/images/thumb/0/07/Sonistrelle-XY.png/250px-Sonistrelle-XY.png,/images/e/e4/Cri_0714_HOME.ogg,Vol,Dragon,"0,5","8,0",Fouille,Infiltration,Télépathe,50 % femelle; 50 % mâle,200,20,Aérien,Draconique,+1 Vitesse,49 exp.,1 000 000 exp.,40,30,35,35,40,55
Séracrawl de Hisui,Hisuian Avalugg,0713,/images/thumb/8/8d/S%C3%A9racrawl_de_Hisui-LPA.png/250px-S%C3%A9racrawl_de_Hisui-LPA.png,/images/7/71/Cri_0713_HOME.ogg,Glace,Roche,"1,4","262,4",Prognathe,Corps Gel,Fermeté,50 % femelle; 50 % mâle,,,,,,,,95,127,184,184,36,38
Séracrawl,Avalugg,0713,/images/thumb/b/b2/S%C3%A9racrawl-XY.png/250px-S%C3%A9racrawl-XY.png,/images/7/71/Cri_0713_HOME.ogg,Glace,,"2,0","505,0",Tempo Perso,Corps Gel,Fermeté,50 % femelle; 50 % mâle,55,20,Monstrueux,Minéral,+2 Défense,180 exp.,1 000 000 exp.,95,117,184,184,46,28
Grelaçon,Bergmite,0712,/images/thumb/5/57/Grela%C3%A7on-XY.png/250px-Grela%C3%A7on-XY.png,/images/8/88/Cri_0712_HOME.ogg,Glace,,"1,0","99,5",Tempo Perso,Corps Gel,Fermeté,50 % femelle; 50 % mâle,255,20,Monstrueux,Minéral,+1 Défense,61 exp.,1 000 000 exp.,55,69,85,85,35,28
Desséliande,Trevenant,0709,/images/thumb/4/48/Dess%C3%A9liande-XY.png/250px-Dess%C3%A9liande-XY.png,/images/f/f5/Cri_0709_HOME.ogg,Spectre,Plante,"1,5","71,0",Médic Nature,Fouille,Récolte,50 % femelle; 50 % mâle,60,20,Végétal,Amorphe,+2 Attaque,166 exp.,1 000 000 exp.,85,110,76,76,82,56
Brocélôme,Phantump,0708,/images/thumb/3/3c/Broc%C3%A9l%C3%B4me-XY.png/250px-Broc%C3%A9l%C3%B4me-XY.png,/images/f/f2/Cri_0708_HOME.ogg,Spectre,Plante,"0,4","7,0",Médic Nature,Fouille,Récolte,50 % femelle; 50 % mâle,120,20,Végétal,Amorphe,+1 Att.,62 exp.,1 000 000 exp.,43,70,48,48,60,38
Trousselin,Klefki,0707,/images/thumb/b/be/Trousselin-XY.png/250px-Trousselin-XY.png,/images/6/68/Cri_0707_HOME.ogg,Acier,Fée,"0,2","3,0",Farceur,,Magicien,50 % femelle; 50 % mâle,75,20,Minéral,,+1 Défense,—,800 000 exp.,57,80,91,91,87,75
Muplodocus de Hisui,Hisuian Goodra,0706,/images/thumb/3/3b/Muplodocus_de_Hisui-LPA.png/250px-Muplodocus_de_Hisui-LPA.png,/images/5/53/Cri_0706_HOME.ogg,Acier,Dragon,"1,7","334,1",Herbivore,Coque Armure,Poisseux,50 % femelle; 50 % mâle,45,40,Draconique,,+3 Déf. Spé.,270 exp.,1 250 000 exp.,80,100,100,100,150,60
Muplodocus,Goodra,0706,/images/thumb/9/96/Muplodocus-XY.png/250px-Muplodocus-XY.png,/images/5/53/Cri_0706_HOME.ogg,Dragon,,"2,0","150,5",Herbivore,Hydratation,Poisseux,50 % femelle; 50 % mâle,45,40,Draconique,,+3 Déf. Spé,—,1 250 000 exp.,90,100,70,70,150,80
Colimucus de Hisui,Hisuian Sliggoo,0705,/images/thumb/a/a7/Colimucus_de_Hisui-LPA.png/250px-Colimucus_de_Hisui-LPA.png,/images/1/19/Cri_0705_HOME.ogg,Acier,Dragon,"0,7","68,5",Herbivore,Coque Armure,Poisseux,50 % femelle; 50 % mâle,45,40,Draconique,,+2 Déf. Spé.,158 exp.,1 250 000 exp.,58,75,83,83,113,40
Colimucus,Sliggoo,0705,/images/thumb/6/68/Colimucus-XY.png/250px-Colimucus-XY.png,/images/1/19/Cri_0705_HOME.ogg,Dragon,,"0,8","17,5",Herbivore,Hydratation,Poisseux,50 % femelle; 50 % mâle,45,40,Draconique,,+2 Déf. Spé,—,1 250 000 exp.,68,75,53,53,113,60
Dragmara,Aurorus,0699,/images/thumb/4/46/Dragmara-XY.png/250px-Dragmara-XY.png,/images/4/45/Cri_0699_HOME.ogg,Roche,Glace,"2,7","225,0",Peau Gelée,,Alerte Neige,12.5 % femelle; 87.5 % mâle,45,30,Monstrueux,,+2 PV,—,1 000 000 exp.,123,77,72,72,92,58
Amagara,Amaura,0698,/images/thumb/f/f9/Amagara-XY.png/250px-Amagara-XY.png,/images/5/56/Cri_0698_HOME.ogg,Roche,Glace,"1,3","25,2",Peau Gelée,,Alerte Neige,12.5 % femelle; 87.5 % mâle,45,30,Monstrueux,,+1 PV,—,1 000 000 exp.,77,59,50,50,63,46
Rexillius,Tyrantrum,0697,/images/thumb/d/d2/Rexillius-XY.png/250px-Rexillius-XY.png,/images/1/13/Cri_0697_HOME.ogg,Roche,Dragon,"2,5","270,0",Prognathe,,Tête de Roc,12.5 % femelle; 87.5 % mâle,45,30,Monstrueux,Draconique,+2 Att.,—,1 000 000 exp.,82,121,119,119,59,71
Ptyranidur,Tyrunt,0696,/images/thumb/c/cf/Ptyranidur-XY.png/250px-Ptyranidur-XY.png,/images/1/18/Cri_0696_HOME.ogg,Roche,Dragon,"0,8","26,0",Prognathe,,Fermeté,12.5 % femelle; 87.5 % mâle,45,30,Monstrueux,Draconique,+1 Att.,—,1 000 000 exp.,58,89,77,77,45,48
Iguolta,Heliolisk,0695,/images/thumb/4/47/Iguolta-XY.png/250px-Iguolta-XY.png,/images/1/19/Cri_0695_HOME.ogg,Électrik,Normal,"1,0","21,0",Peau Sèche,Voile Sable,Force Soleil,50 % femelle; 50 % mâle,75,20,Monstrueux,Draconique,+2 Vit.,—,1 000 000 exp.,62,55,52,52,94,109
Galvaran,Helioptile,0694,/images/thumb/f/fe/Galvaran-XY.png/250px-Galvaran-XY.png,/images/e/e9/Cri_0694_HOME.ogg,Électrik,Normal,"0,5","6,0",Peau Sèche,Voile Sable,Force Soleil,50 % femelle; 50 % mâle,190,20,Monstrueux,Draconique,+1 Vit.,—,1 000 000 exp.,44,38,33,33,43,70
